Date,Country,Status,AQI Value
8/11/2022,United Arab Emirates,Unhealthy for Sensitive Groups,136
8/11/2022,United Kingdom of Great Britain and Northern Ireland,Moderate,78
8/11/2022,United States of America,Moderate,72
8/11/2022,Uzbekistan,Moderate,74
8/11/2022,Vatican,Good,42
8/11/2022,Venezuela,Good,5
8/11/2022,Vietnam,Moderate,60
8/11/2022,Zambia,Unhealthy,152
8/12/2022,Albania,Good,28
8/12/2022,Algeria,Moderate,65
8/12/2022,Andorra,Moderate,54
8/12/2022,Angola,Moderate,64
8/12/2022,Argentina,Good,17
8/12/2022,Armenia,Moderate,58
8/12/2022,Australia,Good,48
8/12/2022,Austria,Good,21
8/12/2022,Azerbaijan,Moderate,52
8/12/2022,Bahrain,Unhealthy,160
8/12/2022,Bangladesh,Unhealthy for Sensitive Groups,141
8/12/2022,Belarus,Good,46
8/12/2022,Belgium,Good,45
8/12/2022,Belize,Good,23
8/12/2022,Bermuda,Good,10
8/12/2022,Bolivia,Good,29
8/12/2022,Bosnia and Herzegovina,Good,49
8/12/2022,Brazil,Good,47
8/12/2022,Brunei,Good,16
8/12/2022,Bulgaria,Good,33
8/12/2022,Burkina Faso,Good,48
8/12/2022,Cambodia,Good,15
8/12/2022,Canada,Moderate,55
8/12/2022,Cape Verde,Good,38
8/12/2022,Cayman Islands,Good,4
8/12/2022,Central African Republic,Unhealthy,180
8/12/2022,Chad,Moderate,55
8/12/2022,Chile,Moderate,83
8/12/2022,China,Unhealthy,154
8/12/2022,Colombia,Moderate,79
8/12/2022,Costa Rica,Good,26
8/12/2022,Croatia,Good,36
8/12/2022,Cyprus,Moderate,63
8/12/2022,Czech Republic,Moderate,52
8/12/2022,Denmark,Good,16
8/12/2022,Dominican Republic,Good,20
8/12/2022,Ecuador,Moderate,74
8/12/2022,Egypt,Moderate,86
8/12/2022,El Salvador,Moderate,74
8/12/2022,Estonia,Good,27
8/12/2022,Ethiopia,Unhealthy,160
8/12/2022,Finland,Good,29
8/12/2022,France,Moderate,82
8/12/2022,French Guiana,Good,13
8/12/2022,Gabon,Unhealthy for Sensitive Groups,118
8/12/2022,Gambia,Good,30
8/12/2022,Georgia,Moderate,66
8/12/2022,Germany,Moderate,58
8/12/2022,Ghana,Moderate,99
8/12/2022,Gibraltar,Good,31
8/12/2022,Greece,Good,41
8/12/2022,Grenada,Good,10
8/12/2022,Guadeloupe,Good,25
8/12/2022,Guam,Good,1
8/12/2022,Guatemala,Good,44
8/12/2022,Honduras,Good,13
8/12/2022,Hong Kong,Good,31
8/12/2022,Hungary,Good,39
8/12/2022,Iceland,Good,15
8/12/2022,India,Unhealthy,161
8/12/2022,Indonesia,Moderate,93
8/12/2022,Iran,Very Unhealthy,240
8/12/2022,Iraq,Unhealthy for Sensitive Groups,147
8/12/2022,Ireland,Good,32
8/12/2022,Israel,Moderate,73
8/12/2022,Italy,Moderate,68
8/12/2022,Ivory Coast,Moderate,72
8/12/2022,Japan,Moderate,65
8/12/2022,Jersey,Good,17
8/12/2022,Jordan,Good,33
8/12/2022,Kazakhstan,Moderate,82
8/12/2022,Kenya,Good,25
8/12/2022,Kosovo,Good,37
8/12/2022,Kuwait,Unhealthy,174
8/12/2022,Kyrgyzstan,Moderate,72
8/12/2022,Laos,Good,19
8/12/2022,Latvia,Good,27
8/12/2022,Lebanon,Moderate,76
8/12/2022,Liberia,Good,3
8/12/2022,Liechtenstein,Good,46
8/12/2022,Lithuania,Good,38
8/12/2022,Luxembourg,Good,48
8/12/2022,Macao,Good,22
8/12/2022,Macedonia,Good,49
8/12/2022,Madagascar,Moderate,53
8/12/2022,Malaysia,Moderate,79
8/12/2022,Malta,Good,42
8/12/2022,Martinique,Moderate,54
8/12/2022,Mexico,Moderate,83
8/12/2022,Moldova,Good,46
8/12/2022,Monaco,Good,34
8/12/2022,Mongolia,Moderate,54
8/12/2022,Montenegro,Good,45
8/12/2022,Myanmar,Good,37
8/12/2022,Nepal,Moderate,69
8/12/2022,Netherlands,Moderate,74
8/12/2022,New Caledonia,Good,29
8/12/2022,New Zealand,Moderate,54
8/12/2022,Nigeria,Unhealthy for Sensitive Groups,105
8/12/2022,Norway,Good,27
8/12/2022,Pakistan,Moderate,91
8/12/2022,Palestinian Territory,Good,45
8/12/2022,Peru,Moderate,98
8/12/2022,Philippines,Moderate,83
8/12/2022,Poland,Moderate,52
8/12/2022,Portugal,Good,32
8/12/2022,Puerto Rico,Good,12
8/12/2022,Qatar,Unhealthy,183
8/12/2022,Reunion,Good,22
8/12/2022,Romania,Moderate,72
8/12/2022,Russia,Unhealthy for Sensitive Groups,106
8/12/2022,San Marino,Good,44
8/12/2022,Senegal,Good,33
8/12/2022,Serbia,Moderate,54
8/12/2022,Singapore,Good,41
8/12/2022,Slovakia,Moderate,52
8/12/2022,Slovenia,Good,28
8/12/2022,South Africa,Moderate,83
8/12/2022,South Korea,Unhealthy for Sensitive Groups,104
8/12/2022,Spain,Unhealthy for Sensitive Groups,121
8/12/2022,Sri Lanka,Good,45
8/12/2022,Sudan,Unhealthy for Sensitive Groups,117
8/12/2022,Sweden,Good,21
8/12/2022,Switzerland,Moderate,51
8/12/2022,Taiwan,Moderate,64
8/12/2022,Tajikistan,Moderate,82
8/12/2022,Thailand,Moderate,100
8/12/2022,Togo,Unhealthy for Sensitive Groups,109
8/12/2022,Trinidad and Tobago,Good,34
8/12/2022,Turkey,Moderate,76
8/12/2022,Turkmenistan,Good,46
8/12/2022,Uganda,Unhealthy for Sensitive Groups,144
8/12/2022,Ukraine,Moderate,75
8/12/2022,United Arab Emirates,Unhealthy,176
8/12/2022,United Kingdom of Great Britain and Northern Ireland,Moderate,79
8/12/2022,United States of America,Moderate,76
8/12/2022,Uzbekistan,Moderate,56
8/12/2022,Vatican,Good,50
8/12/2022,Venezuela,Good,1
8/12/2022,Vietnam,Unhealthy for Sensitive Groups,107
8/12/2022,Zambia,Unhealthy for Sensitive Groups,139
8/13/2022,Albania,Moderate,61
8/13/2022,Algeria,Moderate,65
8/13/2022,Andorra,Moderate,54
8/13/2022,Angola,Moderate,78
8/13/2022,Argentina,Good,26
8/13/2022,Armenia,Moderate,59
8/13/2022,Australia,Moderate,52
8/13/2022,Austria,Good,32
8/13/2022,Azerbaijan,Good,34
8/13/2022,Bahrain,Unhealthy,169
8/13/2022,Bangladesh,Unhealthy for Sensitive Groups,141
8/13/2022,Belarus,Moderate,54
8/13/2022,Belgium,Good,33
8/13/2022,Belize,Good,21
8/13/2022,Bermuda,Good,3
8/13/2022,Bolivia,Good,35
8/13/2022,Bosnia and Herzegovina,Good,50
8/13/2022,Brazil,Moderate,80
8/13/2022,Brunei,Good,10
8/13/2022,Bulgaria,Good,32
8/13/2022,Burkina Faso,Moderate,77
8/13/2022,Cambodia,Good,15
8/13/2022,Canada,Good,50
8/13/2022,Cape Verde,Good,50
8/13/2022,Cayman Islands,Good,3
8/13/2022,Central African Republic,Unhealthy for Sensitive Groups,138
8/13/2022,Chad,Moderate,55
8/13/2022,Chile,Moderate,94
8/13/2022,China,Unhealthy,158
8/13/2022,Colombia,Moderate,64
8/13/2022,Costa Rica,Good,29
8/13/2022,Croatia,Good,25
8/13/2022,Cyprus,Moderate,58
8/13/2022,Czech Republic,Moderate,61
8/13/2022,Denmark,Good,22
8/13/2022,Dominican Republic,Good,22
8/13/2022,Ecuador,Moderate,68
8/13/2022,Egypt,Moderate,86
8/13/2022,El Salvador,Moderate,62
8/13/2022,Estonia,Good,31
8/13/2022,Ethiopia,Unhealthy,167
8/13/2022,Finland,Good,31
8/13/2022,France,Moderate,75
8/13/2022,French Guiana,Good,17
8/13/2022,Gabon,Unhealthy,198
8/13/2022,Gambia,Very Unhealthy,266
8/13/2022,Georgia,Moderate,67
8/13/2022,Germany,Moderate,57
8/13/2022,Ghana,Moderate,95
8/13/2022,Gibraltar,Good,31
8/13/2022,Greece,Moderate,55
8/13/2022,Grenada,Good,24
8/13/2022,Guadeloupe,Good,24
8/13/2022,Guam,Good,1
8/13/2022,Guatemala,Good,33
8/13/2022,Honduras,Good,22
8/13/2022,Hong Kong,Good,34
8/13/2022,Hungary,Good,41
8/13/2022,Iceland,Good,13
8/13/2022,India,Very Unhealthy,234
8/13/2022,Indonesia,Moderate,93
8/13/2022,Iran,Very Unhealthy,237
8/13/2022,Iraq,Unhealthy for Sensitive Groups,132
8/13/2022,Ireland,Good,48
8/13/2022,Israel,Moderate,58
8/13/2022,Italy,Moderate,67
8/13/2022,Ivory Coast,Moderate,59
8/13/2022,Japan,Moderate,66
8/13/2022,Jersey,Good,15
8/13/2022,Jordan,Good,31
8/13/2022,Kazakhstan,Moderate,98
8/13/2022,Kenya,Moderate,96
8/13/2022,Kosovo,Good,43
8/13/2022,Kuwait,Unhealthy,166
8/13/2022,Kyrgyzstan,Moderate,75
8/13/2022,Laos,Good,39
8/13/2022,Latvia,Good,12
8/13/2022,Lebanon,Moderate,76
8/13/2022,Liberia,Good,1
8/13/2022,Liechtenstein,Good,46
8/13/2022,Lithuania,Good,47
8/13/2022,Luxembourg,Moderate,56
8/13/2022,Macao,Good,34
8/13/2022,Macedonia,Good,48
8/13/2022,Madagascar,Good,34
8/13/2022,Malaysia,Moderate,68
8/13/2022,Malta,Good,35
8/13/2022,Martinique,Good,46
8/13/2022,Mexico,Moderate,95
8/13/2022,Moldova,Good,33
8/13/2022,Monaco,Good,27
8/13/2022,Mongolia,Moderate,53
8/13/2022,Montenegro,Good,44
8/13/2022,Myanmar,Good,25
8/13/2022,Nepal,Moderate,58
8/13/2022,Netherlands,Moderate,62
8/13/2022,New Caledonia,Good,21
8/13/2022,New Zealand,Moderate,64
8/13/2022,Nigeria,Unhealthy for Sensitive Groups,105
8/13/2022,Norway,Good,25
8/13/2022,Pakistan,Moderate,91
8/13/2022,Palestinian Territory,Good,49
8/13/2022,Peru,Unhealthy for Sensitive Groups,125
8/13/2022,Philippines,Moderate,83
8/13/2022,Poland,Moderate,53
8/13/2022,Portugal,Good,35
8/13/2022,Puerto Rico,Good,4
8/13/2022,Qatar,Unhealthy,183
8/13/2022,Reunion,Good,23
8/13/2022,Romania,Moderate,75
8/13/2022,Russia,Unhealthy for Sensitive Groups,138
8/13/2022,San Marino,Good,42
8/13/2022,Senegal,Good,33
8/13/2022,Serbia,Moderate,67
8/13/2022,Singapore,Moderate,68
8/13/2022,Slovakia,Moderate,53
8/13/2022,Slovenia,Good,33
8/13/2022,South Africa,Moderate,83
8/13/2022,South Korea,Moderate,76
8/13/2022,Spain,Moderate,79
8/13/2022,Sri Lanka,Good,38
8/13/2022,Sudan,Moderate,91
8/13/2022,Sweden,Good,24
8/13/2022,Switzerland,Good,48
8/13/2022,Taiwan,Moderate,56
8/13/2022,Tajikistan,Moderate,82
8/13/2022,Thailand,Moderate,94
8/13/2022,Togo,Moderate,87
8/13/2022,Trinidad and Tobago,Good,24
8/13/2022,Turkey,Moderate,77
8/13/2022,Turkmenistan,Good,25
8/13/2022,Uganda,Unhealthy for Sensitive Groups,147
8/13/2022,Ukraine,Moderate,77
8/13/2022,United Arab Emirates,Very Unhealthy,218
8/13/2022,United Kingdom of Great Britain and Northern Ireland,Moderate,84
8/13/2022,United States of America,Moderate,71
8/13/2022,Uzbekistan,Moderate,69
8/13/2022,Vatican,Good,42
8/13/2022,Venezuela,Good,4
8/13/2022,Vietnam,Moderate,87
8/13/2022,Zambia,Hazardous,343
8/14/2022,Albania,Good,13
8/14/2022,Algeria,Moderate,65
8/14/2022,Andorra,Good,49
8/14/2022,Angola,Moderate,65
8/14/2022,Argentina,Good,47
8/14/2022,Armenia,Moderate,57
8/14/2022,Australia,Good,31
8/14/2022,Austria,Good,37
8/14/2022,Azerbaijan,Moderate,58
8/14/2022,Bahrain,Unhealthy,160
8/14/2022,Bangladesh,Unhealthy for Sensitive Groups,141
8/14/2022,Belarus,Good,48
8/14/2022,Belgium,Good,41
8/14/2022,Belize,Good,12
8/14/2022,Bermuda,Good,4
8/14/2022,Bolivia,Good,50
8/14/2022,Bosnia and Herzegovina,Moderate,85
8/14/2022,Brazil,Moderate,72
8/14/2022,Brunei,Good,11
8/14/2022,Bulgaria,Good,30
8/14/2022,Burkina Faso,Moderate,60
8/14/2022,Cambodia,Good,15
8/14/2022,Canada,Moderate,52
8/14/2022,Cape Verde,Good,26
8/14/2022,Cayman Islands,Good,1
8/14/2022,Central African Republic,Unhealthy for Sensitive Groups,139
8/14/2022,Chad,Moderate,55
8/14/2022,Chile,Moderate,98
8/14/2022,China,Unhealthy,154
8/14/2022,Colombia,Moderate,58
8/14/2022,Costa Rica,Good,47
8/14/2022,Croatia,Good,35
8/14/2022,Cyprus,Moderate,63
8/14/2022,Czech Republic,Moderate,63
8/14/2022,Denmark,Good,20
8/14/2022,Dominican Republic,Good,13
8/14/2022,Ecuador,Moderate,68
8/14/2022,Egypt,Moderate,86
8/14/2022,El Salvador,Moderate,74
8/14/2022,Estonia,Good,35
8/14/2022,Ethiopia,Moderate,100
8/14/2022,Finland,Good,24
8/14/2022,France,Moderate,65
8/14/2022,French Guiana,Good,17
8/14/2022,Gabon,Unhealthy for Sensitive Groups,136
8/14/2022,Gambia,Good,21
8/14/2022,Georgia,Moderate,62
8/14/2022,Germany,Moderate,62
8/14/2022,Ghana,Moderate,76
8/14/2022,Gibraltar,Good,31
8/14/2022,Greece,Good,41
8/14/2022,Grenada,Good,13
8/14/2022,Guadeloupe,Good,15
8/14/2022,Guam,Good,1
8/14/2022,Guatemala,Good,29
8/14/2022,Honduras,Good,3
8/14/2022,Hong Kong,Good,30
8/14/2022,Hungary,Moderate,51
8/14/2022,Iceland,Good,28
8/14/2022,India,Unhealthy,162
8/14/2022,Indonesia,Moderate,93
8/14/2022,Iran,Unhealthy for Sensitive Groups,148
8/14/2022,Iraq,Unhealthy for Sensitive Groups,129
8/14/2022,Ireland,Moderate,55
8/14/2022,Israel,Moderate,67
8/14/2022,Italy,Moderate,61
8/14/2022,Ivory Coast,Moderate,53
8/14/2022,Japan,Moderate,74
8/14/2022,Jersey,Good,24
8/14/2022,Jordan,Good,35
8/14/2022,Kazakhstan,Moderate,81
8/14/2022,Kenya,Moderate,95
8/14/2022,Kosovo,Good,39
8/14/2022,Kuwait,Unhealthy,185
8/14/2022,Kyrgyzstan,Moderate,78
8/14/2022,Laos,Good,28
8/14/2022,Latvia,Good,25
8/14/2022,Lebanon,Moderate,76
8/14/2022,Liberia,Moderate,61
8/14/2022,Liechtenstein,Good,50
8/14/2022,Lithuania,Moderate,54
8/14/2022,Luxembourg,Good,45
8/14/2022,Macao,Good,23
8/14/2022,Macedonia,Good,34
8/14/2022,Madagascar,Good,47
8/14/2022,Malaysia,Moderate,65
8/14/2022,Malta,Good,42
8/14/2022,Martinique,Good,32
8/14/2022,Mexico,Moderate,72
8/14/2022,Moldova,Good,26
8/14/2022,Monaco,Good,24
8/14/2022,Mongolia,Moderate,75
8/14/2022,Montenegro,Good,38
8/14/2022,Myanmar,Good,27
8/14/2022,Nepal,Good,26
8/14/2022,Netherlands,Moderate,61
8/14/2022,New Caledonia,Good,25
8/14/2022,New Zealand,Moderate,51
8/14/2022,Nigeria,Unhealthy for Sensitive Groups,105
8/14/2022,Norway,Good,36
8/14/2022,Pakistan,Moderate,91
8/14/2022,Palestinian Territory,Good,48
8/14/2022,Peru,Unhealthy for Sensitive Groups,139
8/14/2022,Philippines,Moderate,83
8/14/2022,Poland,Moderate,58
8/14/2022,Portugal,Good,30
8/14/2022,Puerto Rico,Good,11
8/14/2022,Qatar,Unhealthy,183
8/14/2022,Reunion,Good,24
8/14/2022,Romania,Moderate,64
8/14/2022,Russia,Unhealthy for Sensitive Groups,109
8/14/2022,San Marino,Good,45
8/14/2022,Senegal,Good,33
8/14/2022,Serbia,Moderate,75
8/14/2022,Singapore,Good,31
8/14/2022,Slovakia,Moderate,53
8/14/2022,Slovenia,Good,34
8/14/2022,South Africa,Moderate,83
8/14/2022,South Korea,Moderate,69
8/14/2022,Spain,Moderate,75
8/14/2022,Sri Lanka,Good,44
8/14/2022,Sudan,Moderate,99
8/14/2022,Sweden,Good,30
8/14/2022,Switzerland,Good,50
8/14/2022,Taiwan,Moderate,62
8/14/2022,Tajikistan,Moderate,84
8/14/2022,Thailand,Unhealthy for Sensitive Groups,128
8/14/2022,Togo,Moderate,75
8/14/2022,Trinidad and Tobago,Good,25
8/14/2022,Turkey,Moderate,78
8/14/2022,Turkmenistan,Good,34
8/14/2022,Uganda,Unhealthy for Sensitive Groups,131
8/14/2022,Ukraine,Moderate,66
8/14/2022,United Arab Emirates,Hazardous,862
8/14/2022,United Kingdom of Great Britain and Northern Ireland,Moderate,79
8/14/2022,United States of America,Moderate,76
8/14/2022,Uzbekistan,Moderate,89
8/14/2022,Vatican,Good,33
8/14/2022,Venezuela,Good,10
8/14/2022,Vietnam,Moderate,52
8/14/2022,Zambia,Hazardous,306
8/15/2022,Albania,Good,24
8/15/2022,Algeria,Moderate,65
8/15/2022,Andorra,Good,45
8/15/2022,Angola,Unhealthy for Sensitive Groups,103
8/15/2022,Argentina,Good,10
8/15/2022,Armenia,Moderate,57
8/15/2022,Australia,Good,50
8/15/2022,Austria,Good,33
8/15/2022,Azerbaijan,Moderate,52
8/15/2022,Bahrain,Unhealthy,159
8/15/2022,Bangladesh,Unhealthy for Sensitive Groups,141
8/15/2022,Belarus,Good,50
8/15/2022,Belgium,Moderate,51
8/15/2022,Belize,Good,10
8/15/2022,Bermuda,Good,6
8/15/2022,Bolivia,Good,49
8/15/2022,Bosnia and Herzegovina,Moderate,80
8/15/2022,Brazil,Moderate,86
8/15/2022,Brunei,Good,14
8/15/2022,Bulgaria,Good,29
8/15/2022,Burkina Faso,Moderate,58
8/15/2022,Cambodia,Good,15
8/15/2022,Canada,Moderate,54
8/15/2022,Cape Verde,Good,32
8/15/2022,Cayman Islands,Good,6
8/15/2022,Central African Republic,Unhealthy,185
8/15/2022,Chad,Moderate,65
8/15/2022,Chile,Moderate,64
8/15/2022,China,Unhealthy for Sensitive Groups,138
8/15/2022,Colombia,Good,50
8/15/2022,Costa Rica,Good,16
8/15/2022,Croatia,Good,34
8/15/2022,Cyprus,Moderate,55
8/15/2022,Czech Republic,Moderate,63
8/15/2022,Denmark,Good,42
8/15/2022,Dominican Republic,Good,23
8/15/2022,Ecuador,Moderate,73
8/15/2022,Egypt,Moderate,86
8/15/2022,El Salvador,Moderate,78
8/15/2022,Estonia,Good,39
8/15/2022,Ethiopia,Unhealthy,157
8/15/2022,Finland,Good,44
8/15/2022,France,Moderate,66
8/15/2022,French Guiana,Good,15
8/15/2022,Gabon,Unhealthy,187
8/15/2022,Gambia,Good,30
8/15/2022,Georgia,Moderate,62
8/15/2022,Germany,Moderate,61
8/15/2022,Ghana,Moderate,74
8/15/2022,Gibraltar,Good,1
8/15/2022,Greece,Good,41
8/15/2022,Grenada,Good,1
8/15/2022,Guadeloupe,Good,14
8/15/2022,Guam,Good,5
8/15/2022,Guatemala,Moderate,54
8/15/2022,Honduras,Good,7
8/15/2022,Hong Kong,Good,27
8/15/2022,Hungary,Good,48
8/15/2022,Iceland,Good,11
8/15/2022,India,Unhealthy for Sensitive Groups,149
8/15/2022,Indonesia,Moderate,93
8/15/2022,Iran,Unhealthy,157
8/15/2022,Iraq,Unhealthy,161
8/15/2022,Ireland,Moderate,57
8/15/2022,Israel,Moderate,72
8/15/2022,Italy,Moderate,62
8/15/2022,Ivory Coast,Moderate,89
8/15/2022,Japan,Moderate,76
8/15/2022,Jersey,Good,23
8/15/2022,Jordan,Good,31
8/15/2022,Kazakhstan,Moderate,82
8/15/2022,Kenya,Moderate,53
8/15/2022,Kosovo,Good,45
8/15/2022,Kuwait,Unhealthy,164
8/15/2022,Kyrgyzstan,Moderate,80
8/15/2022,Laos,Good,30
8/15/2022,Latvia,Good,35
8/15/2022,Lebanon,Moderate,76
8/15/2022,Liberia,Moderate,67
8/15/2022,Liechtenstein,Good,32
8/15/2022,Lithuania,Moderate,59
8/15/2022,Luxembourg,Good,34
8/15/2022,Macao,Good,34
8/15/2022,Macedonia,Good,48
8/15/2022,Madagascar,Unhealthy for Sensitive Groups,118
8/15/2022,Malaysia,Moderate,67
8/15/2022,Malta,Good,46
8/15/2022,Martinique,Good,25
8/15/2022,Mexico,Moderate,94
8/15/2022,Moldova,Good,22
8/15/2022,Monaco,Good,31
8/15/2022,Mongolia,Moderate,51
8/15/2022,Montenegro,Good,41
8/15/2022,Myanmar,Good,27
8/15/2022,Nepal,Moderate,80
8/15/2022,Netherlands,Moderate,64
8/15/2022,New Caledonia,Good,23
8/15/2022,New Zealand,Moderate,66
8/15/2022,Nigeria,Unhealthy for Sensitive Groups,105
8/15/2022,Norway,Moderate,54
8/15/2022,Pakistan,Moderate,91
8/15/2022,Palestinian Territory,Good,46
8/15/2022,Peru,Unhealthy for Sensitive Groups,109
8/15/2022,Philippines,Moderate,83
8/15/2022,Poland,Moderate,58
8/15/2022,Portugal,Good,41
8/15/2022,Puerto Rico,Good,5
8/15/2022,Qatar,Unhealthy,183
8/15/2022,Reunion,Good,18
8/15/2022,Romania,Moderate,66
8/15/2022,Russia,Moderate,83
8/15/2022,San Marino,Good,46
8/15/2022,Senegal,Good,33
8/15/2022,Serbia,Moderate,85
8/15/2022,Singapore,Good,40
8/15/2022,Slovakia,Moderate,53
8/15/2022,Slovenia,Good,46
8/15/2022,South Africa,Moderate,83
8/15/2022,South Korea,Moderate,78
8/15/2022,Spain,Moderate,65
8/15/2022,Sri Lanka,Moderate,62
8/15/2022,Sudan,Moderate,61
8/15/2022,Sweden,Good,42
8/15/2022,Switzerland,Good,40
8/15/2022,Taiwan,Moderate,64
8/15/2022,Tajikistan,Moderate,89
8/15/2022,Thailand,Moderate,84
8/15/2022,Togo,Moderate,86
8/15/2022,Trinidad and Tobago,Good,20
8/15/2022,Turkey,Moderate,95
8/15/2022,Turkmenistan,Moderate,61
8/15/2022,Uganda,Unhealthy for Sensitive Groups,122
8/15/2022,Ukraine,Moderate,59
8/15/2022,United Arab Emirates,Hazardous,868
8/15/2022,United Kingdom of Great Britain and Northern Ireland,Moderate,68
8/15/2022,United States of America,Unhealthy for Sensitive Groups,108
8/15/2022,Uzbekistan,Moderate,92
8/15/2022,Vatican,Good,35
8/15/2022,Venezuela,Good,10
8/15/2022,Vietnam,Moderate,74
8/15/2022,Zambia,Unhealthy,167
8/16/2022,Albania,Good,32
8/16/2022,Algeria,Moderate,65
8/16/2022,Andorra,Good,30
8/16/2022,Angola,Unhealthy for Sensitive Groups,144
8/16/2022,Argentina,Good,46
8/16/2022,Armenia,Moderate,55
8/16/2022,Australia,Moderate,59
8/16/2022,Austria,Good,23
8/16/2022,Azerbaijan,Good,40
8/16/2022,Bahrain,Unhealthy,160
8/16/2022,Bangladesh,Unhealthy for Sensitive Groups,141
8/16/2022,Belarus,Good,44
8/16/2022,Belgium,Moderate,58
8/16/2022,Belize,Good,22
8/16/2022,Bermuda,Good,8
8/16/2022,Bolivia,Good,50
8/16/2022,Bosnia and Herzegovina,Moderate,63
8/16/2022,Brazil,Moderate,77
8/16/2022,Brunei,Good,11
8/16/2022,Bulgaria,Good,33
8/16/2022,Burkina Faso,Moderate,70
8/16/2022,Cambodia,Good,15
8/16/2022,Canada,Moderate,56
8/16/2022,Cape Verde,Good,42
8/16/2022,Cayman Islands,Good,10
8/16/2022,Central African Republic,Unhealthy,196
8/16/2022,Chad,Moderate,89
8/16/2022,Chile,Moderate,90
8/16/2022,China,Unhealthy for Sensitive Groups,144
8/16/2022,Colombia,Moderate,60
8/16/2022,Costa Rica,Good,20
8/16/2022,Croatia,Good,37
8/16/2022,Cyprus,Good,48
8/16/2022,Czech Republic,Moderate,67
8/16/2022,Denmark,Good,29
8/16/2022,Dominican Republic,Good,13
8/16/2022,Ecuador,Moderate,94
8/16/2022,Egypt,Moderate,86
8/16/2022,El Salvador,Moderate,74
8/16/2022,Estonia,Good,37
8/16/2022,Ethiopia,Unhealthy,196
8/16/2022,Finland,Moderate,59
8/16/2022,France,Moderate,64
8/16/2022,French Guiana,Good,18
8/16/2022,Gabon,Unhealthy,168
8/16/2022,Gambia,Good,23
8/16/2022,Georgia,Moderate,64
8/16/2022,Germany,Moderate,68
8/16/2022,Ghana,Moderate,82
8/16/2022,Gibraltar,Good,10
8/16/2022,Greece,Good,38
8/16/2022,Grenada,Good,19
8/16/2022,Guadeloupe,Good,21
8/16/2022,Guam,Good,4
8/16/2022,Guatemala,Moderate,56
8/16/2022,Honduras,Good,36
8/16/2022,Hong Kong,Good,17
8/16/2022,Hungary,Moderate,51
8/16/2022,Iceland,Good,15
8/16/2022,India,Unhealthy,171
8/16/2022,Indonesia,Moderate,93
8/16/2022,Iran,Unhealthy for Sensitive Groups,147
8/16/2022,Iraq,Hazardous,590
8/16/2022,Ireland,Good,25
8/16/2022,Israel,Moderate,77
8/16/2022,Italy,Moderate,62
8/16/2022,Ivory Coast,Moderate,55
8/16/2022,Japan,Moderate,61
8/16/2022,Jersey,Good,13
8/16/2022,Jordan,Good,44
8/16/2022,Kazakhstan,Moderate,72
8/16/2022,Kenya,Moderate,75
8/16/2022,Kosovo,Good,35
8/16/2022,Kuwait,Unhealthy,155
8/16/2022,Kyrgyzstan,Moderate,58
8/16/2022,Laos,Good,38
8/16/2022,Latvia,Moderate,52
8/16/2022,Lebanon,Moderate,76
8/16/2022,Liberia,Good,3
8/16/2022,Liechtenstein,Good,48
8/16/2022,Lithuania,Moderate,56
8/16/2022,Luxembourg,Good,40
8/16/2022,Macao,Good,25
8/16/2022,Macedonia,Good,48
8/16/2022,Madagascar,Moderate,67
8/16/2022,Malaysia,Moderate,61
8/16/2022,Malta,Moderate,57
8/16/2022,Martinique,Moderate,52
8/16/2022,Mexico,Moderate,84
8/16/2022,Moldova,Good,26
8/16/2022,Monaco,Good,34
8/16/2022,Mongolia,Good,38
8/16/2022,Montenegro,Good,38
8/16/2022,Myanmar,Good,33
8/16/2022,Nepal,Moderate,72
8/16/2022,Netherlands,Moderate,71
8/16/2022,New Caledonia,Good,22
8/16/2022,New Zealand,Good,23
8/16/2022,Nigeria,Unhealthy for Sensitive Groups,105
8/16/2022,Norway,Moderate,54
8/16/2022,Pakistan,Moderate,91
8/16/2022,Palestinian Territory,Good,48
8/16/2022,Peru,Moderate,94
8/16/2022,Philippines,Moderate,83
8/16/2022,Poland,Moderate,61
8/16/2022,Portugal,Good,26
8/16/2022,Puerto Rico,Good,17
8/16/2022,Qatar,Unhealthy,183
8/16/2022,Reunion,Good,26
8/16/2022,Romania,Moderate,87
8/16/2022,Russia,Unhealthy for Sensitive Groups,101
8/16/2022,San Marino,Good,48
8/16/2022,Senegal,Good,33
8/16/2022,Serbia,Moderate,56
8/16/2022,Singapore,Good,29
8/16/2022,Slovakia,Moderate,60
8/16/2022,Slovenia,Good,39
8/16/2022,South Africa,Moderate,83
8/16/2022,South Korea,Moderate,68
8/16/2022,Spain,Moderate,95
